match_id,team_id,goals,possession,shots,shots_on_target,corners,fouls,yellow_cards,red_cards,expected_goals
HIST_MEX_USA_20020617,MEX,0,0.5,12,4,4,12,1,0,0.0
HIST_SUI_AUT_20020821,SUI,3,0.5,12,4,4,12,1,0,3.0
HIST_TUN_FRA_20020821,FRA,1,0.5,12,4,4,12,1,0,1.0
HIST_ESP_PAR_20021016,ESP,0,0.5,12,4,4,12,1,0,0.0
HIST_MAR_CIV_20030430,CIV,1,0.5,12,4,4,12,1,0,1.0
HIST_RSA_ENG_20030522,RSA,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_USA_20030621,USA,0,0.5,12,4,4,12,1,0,0.0
HIST_COL_TUR_20030628,TUR,2,0.5,12,4,4,12,1,0,2.0
HIST_POR_ESP_20030906,POR,0,0.5,12,4,4,12,1,0,0.0
HIST_AUS_JAM_20030907,JAM,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_JAM_20031012,JAM,0,0.5,12,4,4,12,1,0,0.0
HIST_SCO_NED_20031115,SCO,1,0.5,12,4,4,12,1,0,1.0
HIST_KSA_QAT_20031229,KSA,0,0.5,12,4,4,12,1,0,0.0
HIST_POR_ENG_20040218,ENG,1,0.5,12,4,4,12,1,0,1.0
HIST_NED_FRA_20040331,NED,0,0.5,12,4,4,12,1,0,0.0
HIST_NED_BEL_20040529,BEL,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_ARG_20040602,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_KOR_TUR_20040602,KOR,0,0.5,12,4,4,12,1,0,0.0
HIST_ARG_PAR_20040606,ARG,0,0.5,12,4,4,12,1,0,0.0
HIST_POR_ESP_20040620,ESP,0,0.5,12,4,4,12,1,0,0.0
HIST_JOR_IRQ_20040621,IRQ,0,0.5,12,4,4,12,1,0,0.0
HIST_POR_NED_20040630,NED,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_ECU_20040707,ECU,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_URU_20040713,ARG,4,0.5,12,4,4,12,1,0,4.0
HIST_NOR_BEL_20040818,NOR,2,0.5,12,4,4,12,1,0,2.0
HIST_ITA_NOR_20040904,ITA,2,0.5,12,4,4,12,1,0,2.0
HIST_PAN_JAM_20041009,JAM,1,0.5,12,4,4,12,1,0,1.0
HIST_SCO_NOR_20041009,NOR,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_COL_20041013,COL,0,0.5,12,4,4,12,1,0,0.0
HIST_IRQ_UZB_20041013,IRQ,1,0.5,12,4,4,12,1,0,1.0
HIST_MEX_ECU_20041027,ECU,1,0.5,12,4,4,12,1,0,1.0
HIST_ALG_SEN_20041117,SEN,2,0.5,12,4,4,12,1,0,2.0
HIST_IRN_PAN_20041218,IRN,1,0.5,12,4,4,12,1,0,1.0
HIST_ITA_SCO_20050326,ITA,2,0.5,12,4,4,12,1,0,2.0
HIST_ECU_ARG_20050604,ECU,2,0.5,12,4,4,12,1,0,2.0
HIST_ECU_ITA_20050611,ECU,1,0.5,12,4,4,12,1,0,1.0
HIST_MEX_JAM_20050713,JAM,0,0.5,12,4,4,12,1,0,0.0
HIST_MEX_COL_20050717,MEX,1,0.5,12,4,4,12,1,0,1.0
HIST_RSA_PAN_20050717,PAN,1,0.5,12,4,4,12,1,0,1.0
HIST_PAR_ARG_20050903,ARG,0,0.5,12,4,4,12,1,0,0.0
HIST_USA_MEX_20050903,MEX,0,0.5,12,4,4,12,1,0,0.0
HIST_ECU_URU_20051008,ECU,0,0.5,12,4,4,12,1,0,0.0
HIST_TUN_MAR_20051008,MAR,2,0.5,12,4,4,12,1,0,2.0
HIST_URU_ARG_20051012,ARG,0,0.5,12,4,4,12,1,0,0.0
HIST_RSA_SEN_20051112,SEN,3,0.5,12,4,4,12,1,0,3.0
HIST_ECU_SEN_20051227,SEN,2,0.5,12,4,4,12,1,0,2.0
HIST_EGY_SEN_20051229,EGY,4,0.5,12,4,4,12,1,0,4.0
HIST_CIV_JOR_20060117,JOR,0,0.5,12,4,4,12,1,0,0.0
HIST_MEX_NOR_20060125,NOR,1,0.5,12,4,4,12,1,0,1.0
HIST_EGY_CIV_20060128,CIV,1,0.5,12,4,4,12,1,0,1.0
HIST_ENG_URU_20060301,ENG,2,0.5,12,4,4,12,1,0,2.0
HIST_ESP_CIV_20060301,ESP,3,0.5,12,4,4,12,1,0,3.0
HIST_BEL_KSA_20060511,KSA,1,0.5,12,4,4,12,1,0,1.0
HIST_FRA_MEX_20060527,FRA,1,0.5,12,4,4,12,1,0,1.0
HIST_KSA_TUR_20060531,KSA,0,0.5,12,4,4,12,1,0,0.0
HIST_SUI_ITA_20060531,SUI,1,0.5,12,4,4,12,1,0,1.0
HIST_GER_COL_20060602,COL,0,0.5,12,4,4,12,1,0,0.0
HIST_ESP_CRO_20060607,CRO,1,0.5,12,4,4,12,1,0,1.0
HIST_NED_CIV_20060616,NED,2,0.5,12,4,4,12,1,0,2.0
HIST_ITA_USA_20060617,ITA,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_AUS_20060618,AUS,0,0.5,12,4,4,12,1,0,0.0
HIST_ESP_TUN_20060619,ESP,3,0.5,12,4,4,12,1,0,3.0
HIST_POR_MEX_20060621,POR,2,0.5,12,4,4,12,1,0,2.0
HIST_GHA_USA_20060622,USA,1,0.5,12,4,4,12,1,0,1.0
HIST_JPN_BRA_20060622,BRA,4,0.5,12,4,4,12,1,0,4.0
HIST_POR_NED_20060625,NED,0,0.5,12,4,4,12,1,0,0.0
HIST_GER_ARG_20060630,GER,1,0.5,12,4,4,12,1,0,1.0
HIST_ENG_POR_20060701,POR,0,0.5,12,4,4,12,1,0,0.0
HIST_GER_ITA_20060704,GER,0,0.5,12,4,4,12,1,0,0.0
HIST_JOR_IRQ_20060721,IRQ,1,0.5,12,4,4,12,1,0,1.0
HIST_ECU_SWE_20070118,ECU,2,0.5,12,4,4,12,1,0,2.0
HIST_POR_BRA_20070206,POR,2,0.5,12,4,4,12,1,0,2.0
HIST_FRA_ARG_20070207,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_AUT_SCO_20070530,SCO,1,0.5,12,4,4,12,1,0,1.0
HIST_SUI_ARG_20070602,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_JPN_COL_20070605,JPN,0,0.5,12,4,4,12,1,0,0.0
HIST_TUR_BRA_20070605,TUR,0,0.5,12,4,4,12,1,0,0.0
HIST_IRQ_IRN_20070624,IRN,2,0.5,12,4,4,12,1,0,2.0
HIST_KOR_IRQ_20070629,IRQ,0,0.5,12,4,4,12,1,0,0.0
HIST_USA_PAR_20070702,USA,1,0.5,12,4,4,12,1,0,1.0
HIST_JPN_QAT_20070709,QAT,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_ARG_20070715,ARG,0,0.5,12,4,4,12,1,0,0.0
HIST_NOR_ARG_20070822,NOR,2,0.5,12,4,4,12,1,0,2.0
HIST_SUI_AUT_20071013,AUT,1,0.5,12,4,4,12,1,0,1.0
HIST_COL_BRA_20071014,BRA,0,0.5,12,4,4,12,1,0,0.0
HIST_BRA_ECU_20071017,BRA,5,0.5,12,4,4,12,1,0,5.0
HIST_FRA_MAR_20071116,FRA,2,0.5,12,4,4,12,1,0,2.0
HIST_SCO_ITA_20071117,SCO,1,0.5,12,4,4,12,1,0,1.0
HIST_MAR_SEN_20071121,SEN,0,0.5,12,4,4,12,1,0,0.0
HIST_SEN_RSA_20080131,SEN,1,0.5,12,4,4,12,1,0,1.0
HIST_UZB_JOR_20080322,JOR,1,0.5,12,4,4,12,1,0,1.0
HIST_ECU_HAI_20080326,HAI,1,0.5,12,4,4,12,1,0,1.0
HIST_ENG_USA_20080528,USA,0,0.5,12,4,4,12,1,0,0.0
HIST_NOR_URU_20080528,NOR,2,0.5,12,4,4,12,1,0,2.0
HIST_IRQ_AUS_20080607,AUS,0,0.5,12,4,4,12,1,0,0.0
HIST_JOR_KOR_20080607,JOR,0,0.5,12,4,4,12,1,0,0.0
HIST_JOR_KOR_20080607,KOR,1,0.5,12,4,4,12,1,0,1.0
HIST_AUT_CRO_20080608,AUT,0,0.5,12,4,4,12,1,0,0.0
HIST_USA_ARG_20080608,USA,0,0.5,12,4,4,12,1,0,0.0
HIST_AUT_GER_20080616,GER,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_ARG_20080618,BRA,0,0.5,12,4,4,12,1,0,0.0
HIST_IRQ_QAT_20080622,QAT,1,0.5,12,4,4,12,1,0,1.0
HIST_IRN_QAT_20080811,IRN,6,0.5,12,4,4,12,1,0,6.0
HIST_KSA_IRN_20080906,KSA,1,0.5,12,4,4,12,1,0,1.0
HIST_GER_ENG_20081119,ENG,2,0.5,12,4,4,12,1,0,2.0
HIST_AUT_SWE_20090211,AUT,0,0.5,12,4,4,12,1,0,0.0
HIST_TUR_CIV_20090211,CIV,1,0.5,12,4,4,12,1,0,1.0
HIST_NED_SCO_20090328,NED,3,0.5,12,4,4,12,1,0,3.0
HIST_RSA_NOR_20090328,RSA,2,0.5,12,4,4,12,1,0,2.0
HIST_JAM_PAN_20090607,PAN,2,0.5,12,4,4,12,1,0,2.0
HIST_BRA_EGY_20090615,BRA,4,0.5,12,4,4,12,1,0,4.0
HIST_MEX_PAN_20090709,PAN,1,0.5,12,4,4,12,1,0,1.0
HIST_USA_HAI_20090711,USA,2,0.5,12,4,4,12,1,0,2.0
HIST_ESP_BEL_20090905,BEL,0,0.5,12,4,4,12,1,0,0.0
HIST_JPN_GHA_20090909,GHA,3,0.5,12,4,4,12,1,0,3.0
HIST_JOR_NZL_20090909,JOR,1,0.5,12,4,4,12,1,0,1.0
HIST_TUN_KSA_20091014,TUN,0,0.5,12,4,4,12,1,0,0.0
HIST_TUN_KSA_20091014,KSA,1,0.5,12,4,4,12,1,0,1.0
HIST_RSA_JPN_20091114,RSA,0,0.5,12,4,4,12,1,0,0.0
HIST_RSA_JPN_20091114,JPN,0,0.5,12,4,4,12,1,0,0.0
HIST_NED_PAR_20091118,NED,0,0.5,12,4,4,12,1,0,0.0
HIST_JOR_IRN_20091122,JOR,1,0.5,12,4,4,12,1,0,1.0
HIST_PAR_RSA_20100331,RSA,1,0.5,12,4,4,12,1,0,1.0
HIST_KOR_ECU_20100516,KOR,2,0.5,12,4,4,12,1,0,2.0
HIST_AUS_NZL_20100524,AUS,2,0.5,12,4,4,12,1,0,2.0
HIST_ENG_MEX_20100524,MEX,1,0.5,12,4,4,12,1,0,1.0
HIST_ESP_KSA_20100529,ESP,3,0.5,12,4,4,12,1,0,3.0
HIST_USA_TUR_20100529,TUR,1,0.5,12,4,4,12,1,0,1.0
HIST_CIV_POR_20100615,CIV,0,0.5,12,4,4,12,1,0,0.0
HIST_ESP_SUI_20100616,ESP,0,0.5,12,4,4,12,1,0,0.0
HIST_MEX_URU_20100622,MEX,0,0.5,12,4,4,12,1,0,0.0
HIST_GHA_GER_20100623,GHA,0,0.5,12,4,4,12,1,0,0.0
HIST_ESP_POR_20100629,ESP,1,0.5,12,4,4,12,1,0,1.0
HIST_GER_ESP_20100707,ESP,1,0.5,12,4,4,12,1,0,1.0
HIST_ITA_CIV_20100810,CIV,1,0.5,12,4,4,12,1,0,1.0
HIST_SEN_CPV_20100811,CPV,0,0.5,12,4,4,12,1,0,0.0
HIST_SWE_SCO_20100811,SWE,3,0.5,12,4,4,12,1,0,3.0
HIST_MEX_ECU_20100904,MEX,1,0.5,12,4,4,12,1,0,1.0
HIST_AUS_PAR_20101009,AUS,1,0.5,12,4,4,12,1,0,1.0
HIST_AUS_PAR_20101009,PAR,0,0.5,12,4,4,12,1,0,0.0
HIST_EGY_AUS_20101117,EGY,3,0.5,12,4,4,12,1,0,3.0
HIST_QAT_EGY_20101216,QAT,2,0.5,12,4,4,12,1,0,2.0
HIST_QAT_UZB_20110107,QAT,0,0.5,12,4,4,12,1,0,0.0
HIST_FRA_BRA_20110209,FRA,1,0.5,12,4,4,12,1,0,1.0
HIST_TUR_KOR_20110209,KOR,0,0.5,12,4,4,12,1,0,0.0
HIST_AUS_NZL_20110605,AUS,3,0.5,12,4,4,12,1,0,3.0
HIST_BRA_ECU_20110713,BRA,4,0.5,12,4,4,12,1,0,4.0
HIST_USA_MEX_20110810,MEX,1,0.5,12,4,4,12,1,0,1.0
HIST_SCO_CZE_20110903,SCO,2,0.5,12,4,4,12,1,0,2.0
HIST_JAM_COL_20110906,COL,2,0.5,12,4,4,12,1,0,2.0
HIST_BRA_ARG_20110928,ARG,0,0.5,12,4,4,12,1,0,0.0
HIST_CZE_ESP_20111007,ESP,2,0.5,12,4,4,12,1,0,2.0
HIST_TUR_GER_20111007,TUR,1,0.5,12,4,4,12,1,0,1.0
HIST_TUR_GER_20111007,GER,3,0.5,12,4,4,12,1,0,3.0
HIST_USA_ECU_20111011,USA,0,0.5,12,4,4,12,1,0,0.0
HIST_PAR_ECU_20111111,PAR,2,0.5,12,4,4,12,1,0,2.0
HIST_GER_FRA_20120229,GER,1,0.5,12,4,4,12,1,0,1.0
HIST_NOR_ENG_20120526,NOR,0,0.5,12,4,4,12,1,0,0.0
HIST_CAN_USA_20120603,USA,0,0.5,12,4,4,12,1,0,0.0
HIST_AUT_TUR_20120815,TUR,0,0.5,12,4,4,12,1,0,0.0
HIST_ENG_ITA_20120815,ENG,2,0.5,12,4,4,12,1,0,2.0
HIST_IRN_TUN_20120815,TUN,2,0.5,12,4,4,12,1,0,2.0
HIST_BRA_ARG_20120919,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_IRQ_20121011,BRA,6,0.5,12,4,4,12,1,0,6.0
HIST_COL_PAR_20121012,PAR,0,0.5,12,4,4,12,1,0,0.0
HIST_SUI_NOR_20121012,NOR,1,0.5,12,4,4,12,1,0,1.0
HIST_SEN_CIV_20121013,SEN,0,0.5,12,4,4,12,1,0,0.0
HIST_GER_SWE_20121016,GER,4,0.5,12,4,4,12,1,0,4.0
HIST_ESP_FRA_20121016,ESP,1,0.5,12,4,4,12,1,0,1.0
HIST_QAT_EGY_20121228,QAT,0,0.5,12,4,4,12,1,0,0.0
HIST_RSA_MAR_20130127,RSA,2,0.5,12,4,4,12,1,0,2.0
HIST_JPN_CAN_20130322,JPN,2,0.5,12,4,4,12,1,0,2.0
HIST_USA_GER_20130602,GER,3,0.5,12,4,4,12,1,0,3.0
HIST_CRO_POR_20130610,CRO,0,0.5,12,4,4,12,1,0,0.0
HIST_CRO_POR_20130610,POR,1,0.5,12,4,4,12,1,0,1.0
HIST_MEX_ITA_20130616,ITA,2,0.5,12,4,4,12,1,0,2.0
HIST_MEX_PAN_20130707,MEX,1,0.5,12,4,4,12,1,0,1.0
HIST_SCO_BEL_20130906,BEL,2,0.5,12,4,4,12,1,0,2.0
HIST_CRO_BEL_20131011,CRO,1,0.5,12,4,4,12,1,0,1.0
HIST_CRO_BEL_20131011,BEL,2,0.5,12,4,4,12,1,0,2.0
HIST_MAR_RSA_20131011,MAR,1,0.5,12,4,4,12,1,0,1.0
HIST_CIV_SEN_20131012,CIV,3,0.5,12,4,4,12,1,0,3.0
HIST_AUS_CAN_20131015,CAN,0,0.5,12,4,4,12,1,0,0.0
HIST_PAN_USA_20131015,PAN,2,0.5,12,4,4,12,1,0,2.0
HIST_PAN_USA_20131015,USA,3,0.5,12,4,4,12,1,0,3.0
HIST_SWE_GER_20131015,GER,5,0.5,12,4,4,12,1,0,5.0
HIST_URU_ARG_20131015,ARG,2,0.5,12,4,4,12,1,0,2.0
HIST_BEL_COL_20131114,COL,2,0.5,12,4,4,12,1,0,2.0
HIST_NED_JPN_20131116,NED,2,0.5,12,4,4,12,1,0,2.0
HIST_QAT_KSA_20131231,QAT,4,0.5,12,4,4,12,1,0,4.0
HIST_ESP_ITA_20140305,ITA,0,0.5,12,4,4,12,1,0,0.0
HIST_NED_ECU_20140517,NED,1,0.5,12,4,4,12,1,0,1.0
HIST_SUI_JAM_20140530,SUI,1,0.5,12,4,4,12,1,0,1.0
HIST_FRA_PAR_20140601,PAR,1,0.5,12,4,4,12,1,0,1.0
HIST_COL_JOR_20140606,COL,3,0.5,12,4,4,12,1,0,3.0
HIST_BEL_ALG_20140617,ALG,1,0.5,12,4,4,12,1,0,1.0
HIST_URU_ENG_20140619,ENG,1,0.5,12,4,4,12,1,0,1.0
HIST_AUS_ESP_20140623,ESP,3,0.5,12,4,4,12,1,0,3.0
HIST_ITA_URU_20140624,URU,1,0.5,12,4,4,12,1,0,1.0
HIST_USA_GER_20140626,GER,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_SUI_20140701,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_GER_20140708,BRA,1,0.5,12,4,4,12,1,0,1.0
HIST_NED_ARG_20140709,ARG,0,0.5,12,4,4,12,1,0,0.0
HIST_GER_ARG_20140903,GER,2,0.5,12,4,4,12,1,0,2.0
HIST_FRA_ESP_20140904,ESP,0,0.5,12,4,4,12,1,0,0.0
HIST_SUI_ENG_20140908,SUI,0,0.5,12,4,4,12,1,0,0.0
HIST_JPN_JAM_20141010,JPN,1,0.5,12,4,4,12,1,0,1.0
HIST_JPN_JAM_20141010,JAM,0,0.5,12,4,4,12,1,0,0.0
HIST_ARG_BRA_20141011,BRA,2,0.5,12,4,4,12,1,0,2.0
HIST_NED_MEX_20141112,NED,2,0.5,12,4,4,12,1,0,2.0
HIST_TUN_CPV_20150118,CPV,1,0.5,12,4,4,12,1,0,1.0
HIST_GHA_SEN_20150119,GHA,1,0.5,12,4,4,12,1,0,1.0
HIST_KOR_IRQ_20150126,KOR,2,0.5,12,4,4,12,1,0,2.0
HIST_KOR_NZL_20150331,KOR,1,0.5,12,4,4,12,1,0,1.0
HIST_NED_ESP_20150331,ESP,0,0.5,12,4,4,12,1,0,0.0
HIST_POR_CPV_20150331,CPV,2,0.5,12,4,4,12,1,0,2.0
HIST_ECU_PAN_20150606,PAN,0,0.5,12,4,4,12,1,0,0.0
HIST_ARG_COL_20150626,COL,0,0.5,12,4,4,12,1,0,0.0
HIST_HAI_JAM_20150718,HAI,0,0.5,12,4,4,12,1,0,0.0
HIST_KOR_JAM_20151013,KOR,3,0.5,12,4,4,12,1,0,3.0
HIST_NED_CZE_20151013,NED,2,0.5,12,4,4,12,1,0,2.0
HIST_URU_COL_20151013,COL,0,0.5,12,4,4,12,1,0,0.0
HIST_JAM_PAN_20151113,JAM,0,0.5,12,4,4,12,1,0,0.0
HIST_HAI_PAN_20160325,HAI,0,0.5,12,4,4,12,1,0,0.0
HIST_AUT_TUR_20160329,TUR,2,0.5,12,4,4,12,1,0,2.0
HIST_ENG_TUR_20160522,ENG,2,0.5,12,4,4,12,1,0,2.0
HIST_ENG_AUS_20160527,ENG,2,0.5,12,4,4,12,1,0,2.0
HIST_POR_NOR_20160529,NOR,0,0.5,12,4,4,12,1,0,0.0
HIST_COL_PAR_20160607,COL,2,0.5,12,4,4,12,1,0,2.0
HIST_CZE_TUR_20160621,TUR,2,0.5,12,4,4,12,1,0,2.0
HIST_ECU_BRA_20160901,ECU,0,0.5,12,4,4,12,1,0,0.0
HIST_SWE_NED_20160906,SWE,1,0.5,12,4,4,12,1,0,1.0
HIST_IRN_KOR_20161011,KOR,0,0.5,12,4,4,12,1,0,0.0
HIST_MAR_CAN_20161011,CAN,0,0.5,12,4,4,12,1,0,0.0
HIST_UZB_JOR_20161110,UZB,1,0.5,12,4,4,12,1,0,1.0
HIST_KOR_CAN_20161111,KOR,2,0.5,12,4,4,12,1,0,2.0
HIST_TUN_SEN_20170115,TUN,0,0.5,12,4,4,12,1,0,0.0
HIST_GER_ENG_20170322,GER,1,0.5,12,4,4,12,1,0,1.0
HIST_POR_SWE_20170328,POR,2,0.5,12,4,4,12,1,0,2.0
HIST_UZB_QAT_20170328,UZB,1,0.5,12,4,4,12,1,0,1.0
HIST_IRQ_KOR_20170607,KOR,0,0.5,12,4,4,12,1,0,0.0
HIST_JAM_CUW_20170625,JAM,1,0.5,12,4,4,12,1,0,1.0
HIST_JAM_CUW_20170625,CUW,2,0.5,12,4,4,12,1,0,2.0
HIST_URU_ARG_20170831,URU,0,0.5,12,4,4,12,1,0,0.0
HIST_JPN_NZL_20171006,JPN,2,0.5,12,4,4,12,1,0,2.0
HIST_SWE_ITA_20171110,ITA,0,0.5,12,4,4,12,1,0,0.0
HIST_SEN_RSA_20171114,SEN,2,0.5,12,4,4,12,1,0,2.0
HIST_TUN_IRN_20180323,IRN,0,0.5,12,4,4,12,1,0,0.0
HIST_USA_PAR_20180327,USA,1,0.5,12,4,4,12,1,0,1.0
HIST_IRN_UZB_20180519,IRN,1,0.5,12,4,4,12,1,0,1.0
HIST_POR_TUN_20180528,TUN,2,0.5,12,4,4,12,1,0,2.0
HIST_TUR_IRN_20180528,IRN,1,0.5,12,4,4,12,1,0,1.0
HIST_MEX_SCO_20180602,MEX,1,0.5,12,4,4,12,1,0,1.0
HIST_BEL_POR_20180602,BEL,0,0.5,12,4,4,12,1,0,0.0
HIST_BEL_POR_20180602,POR,0,0.5,12,4,4,12,1,0,0.0
HIST_NOR_PAN_20180606,PAN,0,0.5,12,4,4,12,1,0,0.0
HIST_TUN_ESP_20180609,TUN,0,0.5,12,4,4,12,1,0,0.0
HIST_POR_ESP_20180615,ESP,3,0.5,12,4,4,12,1,0,3.0
HIST_SWE_KOR_20180618,SWE,1,0.5,12,4,4,12,1,0,1.0
HIST_BEL_PAN_20180618,BEL,3,0.5,12,4,4,12,1,0,3.0
HIST_BRA_BEL_20180706,BRA,1,0.5,12,4,4,12,1,0,1.0
HIST_AUT_SWE_20180906,AUT,2,0.5,12,4,4,12,1,0,2.0
HIST_ECU_JAM_20180907,JAM,0,0.5,12,4,4,12,1,0,0.0
HIST_SWE_TUR_20180910,TUR,3,0.5,12,4,4,12,1,0,3.0
HIST_UZB_IRN_20180911,IRN,1,0.5,12,4,4,12,1,0,1.0
HIST_KSA_BRA_20181012,BRA,2,0.5,12,4,4,12,1,0,2.0
HIST_FRA_GER_20181016,GER,1,0.5,12,4,4,12,1,0,1.0
HIST_BEL_NED_20181016,NED,1,0.5,12,4,4,12,1,0,1.0
HIST_QAT_JOR_20181223,QAT,2,0.5,12,4,4,12,1,0,2.0
HIST_QAT_ALG_20181227,ALG,1,0.5,12,4,4,12,1,0,1.0
HIST_USA_ECU_20190321,USA,1,0.5,12,4,4,12,1,0,1.0
HIST_TUR_FRA_20190608,TUR,2,0.5,12,4,4,12,1,0,2.0
HIST_COL_PAR_20190623,PAR,0,0.5,12,4,4,12,1,0,0.0
HIST_CIV_RSA_20190624,RSA,0,0.5,12,4,4,12,1,0,0.0
HIST_MAR_CIV_20190628,CIV,0,0.5,12,4,4,12,1,0,0.0
HIST_HAI_MEX_20190702,HAI,0,0.5,12,4,4,12,1,0,0.0
HIST_HAI_MEX_20190702,MEX,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_COL_20190906,COL,2,0.5,12,4,4,12,1,0,2.0
HIST_JOR_PAR_20190910,PAR,4,0.5,12,4,4,12,1,0,4.0
HIST_NOR_ESP_20191012,ESP,1,0.5,12,4,4,12,1,0,1.0
HIST_SWE_ESP_20191015,SWE,1,0.5,12,4,4,12,1,0,1.0
HIST_GHA_RSA_20191114,GHA,2,0.5,12,4,4,12,1,0,2.0
HIST_ENG_BEL_20201011,BEL,1,0.5,12,4,4,12,1,0,1.0
HIST_FRA_SWE_20201117,FRA,4,0.5,12,4,4,12,1,0,4.0
HIST_FRA_SWE_20201117,SWE,2,0.5,12,4,4,12,1,0,2.0
HIST_JPN_KOR_20210325,JPN,3,0.5,12,4,4,12,1,0,3.0
HIST_UZB_IRQ_20210329,IRQ,1,0.5,12,4,4,12,1,0,1.0
HIST_SUI_USA_20210530,USA,1,0.5,12,4,4,12,1,0,1.0
HIST_ITA_TUR_20210611,TUR,0,0.5,12,4,4,12,1,0,0.0
HIST_COL_ECU_20210613,ECU,0,0.5,12,4,4,12,1,0,0.0
HIST_ITA_SUI_20210616,SUI,0,0.5,12,4,4,12,1,0,0.0
HIST_ENG_SCO_20210618,ENG,0,0.5,12,4,4,12,1,0,0.0
HIST_ARG_PAR_20210621,PAR,0,0.5,12,4,4,12,1,0,0.0
HIST_SCO_CRO_20210622,CRO,3,0.5,12,4,4,12,1,0,3.0
HIST_ENG_CZE_20210622,ENG,1,0.5,12,4,4,12,1,0,1.0
HIST_USA_MEX_20210801,MEX,0,0.5,12,4,4,12,1,0,0.0
HIST_ECU_PAR_20210902,ECU,2,0.5,12,4,4,12,1,0,2.0
HIST_SUI_ITA_20210905,ITA,0,0.5,12,4,4,12,1,0,0.0
HIST_USA_JAM_20211007,USA,2,0.5,12,4,4,12,1,0,2.0
HIST_BEL_FRA_20211007,BEL,2,0.5,12,4,4,12,1,0,2.0
HIST_COL_BRA_20211010,BRA,0,0.5,12,4,4,12,1,0,0.0
HIST_ESP_FRA_20211010,FRA,2,0.5,12,4,4,12,1,0,2.0
HIST_MEX_ECU_20211027,ECU,3,0.5,12,4,4,12,1,0,3.0
HIST_AUS_KSA_20211111,KSA,0,0.5,12,4,4,12,1,0,0.0
HIST_GHA_RSA_20211114,GHA,1,0.5,12,4,4,12,1,0,1.0
HIST_KSA_JOR_20211201,JOR,1,0.5,12,4,4,12,1,0,1.0
HIST_CAN_USA_20220130,USA,0,0.5,12,4,4,12,1,0,0.0
HIST_SEN_EGY_20220206,EGY,0,0.5,12,4,4,12,1,0,0.0
HIST_KOR_IRN_20220324,KOR,2,0.5,12,4,4,12,1,0,2.0
HIST_FRA_CIV_20220325,FRA,2,0.5,12,4,4,12,1,0,2.0
HIST_FRA_RSA_20220329,RSA,0,0.5,12,4,4,12,1,0,0.0
HIST_JPN_PAR_20220602,JPN,4,0.5,12,4,4,12,1,0,4.0
HIST_CRO_AUT_20220603,AUT,3,0.5,12,4,4,12,1,0,3.0
HIST_BEL_NED_20220603,NED,4,0.5,12,4,4,12,1,0,4.0
HIST_ESP_CZE_20220612,ESP,2,0.5,12,4,4,12,1,0,2.0
HIST_CZE_POR_20220924,POR,4,0.5,12,4,4,12,1,0,4.0
HIST_ESP_SUI_20220924,SUI,2,0.5,12,4,4,12,1,0,2.0
HIST_KSA_PAN_20221110,PAN,1,0.5,12,4,4,12,1,0,1.0
HIST_QAT_ECU_20221120,QAT,0,0.5,12,4,4,12,1,0,0.0
HIST_ARG_KSA_20221122,KSA,2,0.5,12,4,4,12,1,0,2.0
HIST_POR_URU_20221128,URU,0,0.5,12,4,4,12,1,0,0.0
HIST_TUN_FRA_20221130,FRA,0,0.5,12,4,4,12,1,0,0.0
HIST_NED_USA_20221203,USA,1,0.5,12,4,4,12,1,0,1.0
HIST_CRO_BRA_20221209,CRO,1,0.5,12,4,4,12,1,0,1.0
HIST_MAR_POR_20221210,MAR,1,0.5,12,4,4,12,1,0,1.0
HIST_AUS_ECU_20230324,ECU,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_CUW_20230328,ARG,7,0.5,12,4,4,12,1,0,7.0
HIST_GER_BEL_20230328,GER,2,0.5,12,4,4,12,1,0,2.0
HIST_GER_BEL_20230328,BEL,3,0.5,12,4,4,12,1,0,3.0
HIST_MAR_CPV_20230612,MAR,0,0.5,12,4,4,12,1,0,0.0
HIST_ESP_ITA_20230615,ESP,2,0.5,12,4,4,12,1,0,2.0
HIST_SWE_NZL_20230616,NZL,1,0.5,12,4,4,12,1,0,1.0
HIST_NOR_SCO_20230617,SCO,2,0.5,12,4,4,12,1,0,2.0
HIST_RSA_MAR_20230617,MAR,1,0.5,12,4,4,12,1,0,1.0
HIST_GER_FRA_20230912,FRA,1,0.5,12,4,4,12,1,0,1.0
