match_id,tournament_id,match_date,home_team_id,away_team_id,home_score,away_score,home_penalty_score,away_penalty_score,match_phase,status
HIST_GER_SCO_20030910,EURO2003,2003-09-10,GER,SCO,2,1,,,UEFA Euro,Completed
HIST_EGY_SWE_20031118,FRIENDLY,2003-11-18,EGY,SWE,1,0,,,Friendly,Completed
HIST_NOR_ESP_20031119,EURO2003,2003-11-19,NOR,ESP,0,3,,,UEFA Euro,Completed
HIST_JOR_QAT_20040331,OTHER_HIST,2004-03-31,JOR,QAT,1,0,,,FIFA World Cup qualification,Completed
HIST_KOR_TUR_20040602,FRIENDLY,2004-06-02,KOR,TUR,0,1,,,Friendly,Completed
HIST_KOR_TUR_20040605,FRIENDLY,2004-06-05,KOR,TUR,2,1,,,Friendly,Completed
HIST_ARG_URU_20040713,CA2004,2004-07-13,ARG,URU,4,2,,,Copa America,Completed
HIST_ESP_SCO_20040903,FRIENDLY,2004-09-03,ESP,SCO,1,1,,,Friendly,Completed
HIST_NED_CZE_20040908,OTHER_HIST,2004-09-08,NED,CZE,2,0,,,FIFA World Cup qualification,Completed
HIST_IRN_PAN_20041218,FRIENDLY,2004-12-18,IRN,PAN,1,0,,,Friendly,Completed
HIST_ARG_BRA_20050608,OTHER_HIST,2005-06-08,ARG,BRA,3,1,,,FIFA World Cup qualification,Completed
HIST_SWE_NOR_20050608,FRIENDLY,2005-06-08,SWE,NOR,2,3,,,Friendly,Completed
HIST_AUS_TUN_20050621,OTHER_HIST,2005-06-21,AUS,TUN,0,2,,,Confederations Cup,Completed
HIST_USA_PAN_20051012,OTHER_HIST,2005-10-12,USA,PAN,2,0,,,FIFA World Cup qualification,Completed
HIST_RSA_SEN_20051112,FRIENDLY,2005-11-12,RSA,SEN,2,3,,,Friendly,Completed
HIST_USA_CAN_20060122,FRIENDLY,2006-01-22,USA,CAN,0,0,,,Friendly,Completed
HIST_MEX_PAR_20060329,FRIENDLY,2006-03-29,MEX,PAR,2,1,,,Friendly,Completed
HIST_JPN_SCO_20060513,OTHER_HIST,2006-05-13,JPN,SCO,0,0,,,Kirin Cup,Completed
HIST_FRA_MEX_20060527,FRIENDLY,2006-05-27,FRA,MEX,1,0,,,Friendly,Completed
HIST_MEX_IRN_20060611,WC06,2006-06-11,MEX,IRN,3,1,,,World Cup Knockout,Completed
HIST_ARG_MEX_20060624,WC06,2006-06-24,ARG,MEX,2,1,,,World Cup Knockout,Completed
HIST_ESP_FRA_20060627,WC06,2006-06-27,ESP,FRA,1,3,,,World Cup Knockout,Completed
HIST_ARG_BRA_20060903,FRIENDLY,2006-09-03,ARG,BRA,0,3,,,Friendly,Completed
HIST_QAT_IRN_20070324,FRIENDLY,2007-03-24,QAT,IRN,0,1,,,Friendly,Completed
HIST_AUS_URU_20070602,FRIENDLY,2007-06-02,AUS,URU,1,2,,,Friendly,Completed
HIST_MAR_GHA_20070908,FRIENDLY,2007-09-08,MAR,GHA,0,2,,,Friendly,Completed
HIST_AUT_CIV_20071017,FRIENDLY,2007-10-17,AUT,CIV,3,2,,,Friendly,Completed
HIST_FRA_MAR_20071116,FRIENDLY,2007-11-16,FRA,MAR,2,2,,,Friendly,Completed
HIST_PAR_ECU_20071117,OTHER_HIST,2007-11-17,PAR,ECU,5,1,,,FIFA World Cup qualification,Completed
HIST_AUT_NED_20080326,FRIENDLY,2008-03-26,AUT,NED,3,4,,,Friendly,Completed
HIST_CIV_TUN_20080326,FRIENDLY,2008-03-26,CIV,TUN,0,2,,,Friendly,Completed
HIST_SUI_GER_20080326,FRIENDLY,2008-03-26,SUI,GER,0,4,,,Friendly,Completed
HIST_SEN_ALG_20080531,OTHER_HIST,2008-05-31,SEN,ALG,1,0,,,FIFA World Cup qualification,Completed
HIST_POR_GER_20080619,EURO2008,2008-06-19,POR,GER,2,3,,,UEFA Euro,Completed
HIST_KSA_PAR_20080820,FRIENDLY,2008-08-20,KSA,PAR,1,1,,,Friendly,Completed
HIST_CRO_ENG_20080910,OTHER_HIST,2008-09-10,CRO,ENG,1,4,,,FIFA World Cup qualification,Completed
HIST_JAM_MEX_20081011,OTHER_HIST,2008-10-11,JAM,MEX,1,0,,,FIFA World Cup qualification,Completed
HIST_EGY_GHA_20090211,FRIENDLY,2009-02-11,EGY,GHA,2,2,,,Friendly,Completed
HIST_JPN_AUS_20090211,OTHER_HIST,2009-02-11,JPN,AUS,0,0,,,FIFA World Cup qualification,Completed
HIST_QAT_KSA_20090526,FRIENDLY,2009-05-26,QAT,KSA,2,1,,,Friendly,Completed
HIST_JPN_BEL_20090531,OTHER_HIST,2009-05-31,JPN,BEL,4,0,,,Kirin Cup,Completed
HIST_RSA_IRQ_20090614,OTHER_HIST,2009-06-14,RSA,IRQ,0,0,,,Confederations Cup,Completed
HIST_USA_BRA_20090618,OTHER_HIST,2009-06-18,USA,BRA,0,3,,,Confederations Cup,Completed
HIST_PAR_QAT_20091113,FRIENDLY,2009-11-13,PAR,QAT,0,2,,,Friendly,Completed
HIST_NED_PAR_20091118,FRIENDLY,2009-11-18,NED,PAR,0,0,,,Friendly,Completed
HIST_JPN_KOR_20100214,OTHER_HIST,2010-02-14,JPN,KOR,1,3,,,EAFF Championship,Completed
HIST_NED_GHA_20100601,FRIENDLY,2010-06-01,NED,GHA,4,1,,,Friendly,Completed
HIST_ENG_ALG_20100618,WC10,2010-06-18,ENG,ALG,0,0,,,World Cup Knockout,Completed
HIST_MEX_ESP_20100811,FRIENDLY,2010-08-11,MEX,ESP,1,1,,,Friendly,Completed
HIST_ARG_ESP_20100907,FRIENDLY,2010-09-07,ARG,ESP,4,1,,,Friendly,Completed
HIST_CZE_SCO_20101008,EURO2010,2010-10-08,CZE,SCO,1,0,,,UEFA Euro,Completed
HIST_QAT_IRQ_20101012,FRIENDLY,2010-10-12,QAT,IRQ,1,2,,,Friendly,Completed
HIST_POR_ESP_20101117,FRIENDLY,2010-11-17,POR,ESP,4,0,,,Friendly,Completed
HIST_ARG_PAR_20110525,FRIENDLY,2011-05-25,ARG,PAR,4,2,,,Friendly,Completed
HIST_ECU_JAM_20110902,FRIENDLY,2011-09-02,ECU,JAM,5,2,,,Friendly,Completed
HIST_SCO_CZE_20110903,EURO2011,2011-09-03,SCO,CZE,2,2,,,UEFA Euro,Completed
HIST_ITA_URU_20111115,FRIENDLY,2011-11-15,ITA,URU,0,1,,,Friendly,Completed
HIST_TUN_CIV_20120113,FRIENDLY,2012-01-13,TUN,CIV,0,2,,,Friendly,Completed
HIST_MAR_TUN_20120123,OTHER_HIST,2012-01-23,MAR,TUN,1,2,,,African Cup of Nations,Completed
HIST_EGY_IRQ_20120417,FRIENDLY,2012-04-17,EGY,IRQ,0,0,,,Friendly,Completed
HIST_ENG_BEL_20120602,FRIENDLY,2012-06-02,ENG,BEL,1,0,,,Friendly,Completed
HIST_NOR_CRO_20120602,FRIENDLY,2012-06-02,NOR,CRO,1,1,,,Friendly,Completed
HIST_POR_TUR_20120602,FRIENDLY,2012-06-02,POR,TUR,1,3,,,Friendly,Completed
HIST_KSA_IRQ_20120705,OTHER_HIST,2012-07-05,KSA,IRQ,0,1,,,Arab Cup,Completed
HIST_GER_ARG_20120815,FRIENDLY,2012-08-15,GER,ARG,1,3,,,Friendly,Completed
HIST_JOR_UZB_20120815,FRIENDLY,2012-08-15,JOR,UZB,2,0,,,Friendly,Completed
HIST_JOR_IRN_20120905,FRIENDLY,2012-09-05,JOR,IRN,0,0,,,Friendly,Completed
HIST_CIV_SEN_20120908,OTHER_HIST,2012-09-08,CIV,SEN,4,2,,,African Cup of Nations qualification,Completed
HIST_BRA_ARG_20120919,OTHER_HIST,2012-09-19,BRA,ARG,2,1,,,Superclásico de las Américas,Completed
HIST_GER_SWE_20121016,OTHER_HIST,2012-10-16,GER,SWE,4,4,,,FIFA World Cup qualification,Completed
HIST_IRN_UZB_20121114,OTHER_HIST,2012-11-14,IRN,UZB,0,1,,,FIFA World Cup qualification,Completed
HIST_RSA_CPV_20130119,OTHER_HIST,2013-01-19,RSA,CPV,0,0,,,African Cup of Nations,Completed
HIST_RSA_MAR_20130127,OTHER_HIST,2013-01-27,RSA,MAR,2,2,,,African Cup of Nations,Completed
HIST_MEX_JAM_20130206,OTHER_HIST,2013-02-06,MEX,JAM,0,0,,,FIFA World Cup qualification,Completed
HIST_JPN_AUS_20130604,OTHER_HIST,2013-06-04,JPN,AUS,1,1,,,FIFA World Cup qualification,Completed
HIST_GHA_CIV_20130612,FRIENDLY,2013-06-12,GHA,CIV,2,1,,,Friendly,Completed
HIST_GHA_CIV_20130614,FRIENDLY,2013-06-14,GHA,CIV,1,1,,,Friendly,Completed
HIST_BRA_ITA_20130622,OTHER_HIST,2013-06-22,BRA,ITA,4,2,,,Confederations Cup,Completed
HIST_KSA_NZL_20130905,OTHER_HIST,2013-09-05,KSA,NZL,0,1,,,OSN Cup,Completed
HIST_TUN_CPV_20130907,OTHER_HIST,2013-09-07,TUN,CPV,3,0,,,FIFA World Cup qualification,Completed
HIST_URU_COL_20130910,OTHER_HIST,2013-09-10,URU,COL,2,0,,,FIFA World Cup qualification,Completed
HIST_UZB_JOR_20130910,OTHER_HIST,2013-09-10,UZB,JOR,1,1,,,FIFA World Cup qualification,Completed
HIST_ECU_URU_20131011,OTHER_HIST,2013-10-11,ECU,URU,1,0,,,FIFA World Cup qualification,Completed
HIST_KOR_SUI_20131115,FRIENDLY,2013-11-15,KOR,SUI,2,1,,,Friendly,Completed
HIST_SCO_USA_20131115,FRIENDLY,2013-11-15,SCO,USA,0,0,,,Friendly,Completed
HIST_KOR_TUN_20140528,FRIENDLY,2014-05-28,KOR,TUN,0,1,,,Friendly,Completed
HIST_SWE_BEL_20140601,FRIENDLY,2014-06-01,SWE,BEL,0,2,,,Friendly,Completed
HIST_GER_POR_20140616,WC14,2014-06-16,GER,POR,4,0,,,World Cup Knockout,Completed
HIST_JPN_COL_20140624,WC14,2014-06-24,JPN,COL,1,4,,,World Cup Knockout,Completed
HIST_FRA_GER_20140704,WC14,2014-07-04,FRA,GER,0,1,,,World Cup Knockout,Completed
HIST_ENG_NOR_20140903,FRIENDLY,2014-09-03,ENG,NOR,1,0,,,Friendly,Completed
HIST_BEL_AUS_20140904,FRIENDLY,2014-09-04,BEL,AUS,2,0,,,Friendly,Completed
HIST_KSA_QAT_20141126,OTHER_HIST,2014-11-26,KSA,QAT,1,2,,,Gulf Cup,Completed
HIST_KOR_UZB_20150327,FRIENDLY,2015-03-27,KOR,UZB,1,1,,,Friendly,Completed
HIST_PAR_JAM_20150616,CA2015,2015-06-16,PAR,JAM,1,0,,,Copa America,Completed
HIST_BRA_PAR_20150627,CA2015,2015-06-27,BRA,PAR,1,1,3,4,Copa America,Completed
HIST_USA_JAM_20150722,OTHER_HIST,2015-07-22,USA,JAM,1,2,,,Gold Cup,Completed
HIST_AUT_SUI_20151117,FRIENDLY,2015-11-17,AUT,SUI,1,2,,,Friendly,Completed
HIST_SWE_CZE_20160329,FRIENDLY,2016-03-29,SWE,CZE,1,1,,,Friendly,Completed
HIST_FRA_SCO_20160604,FRIENDLY,2016-06-04,FRA,SCO,3,0,,,Friendly,Completed
HIST_BEL_NOR_20160605,FRIENDLY,2016-06-05,BEL,NOR,3,2,,,Friendly,Completed
HIST_PAR_COL_20161006,OTHER_HIST,2016-10-06,PAR,COL,0,1,,,FIFA World Cup qualification,Completed
HIST_ITA_GER_20161115,FRIENDLY,2016-11-15,ITA,GER,0,0,,,Friendly,Completed
HIST_QAT_IRN_20170323,OTHER_HIST,2017-03-23,QAT,IRN,0,1,,,FIFA World Cup qualification,Completed
HIST_ARG_BRA_20170609,OTHER_HIST,2017-06-09,ARG,BRA,1,0,,,Superclásico de las Américas,Completed
HIST_FRA_NED_20170831,OTHER_HIST,2017-08-31,FRA,NED,4,0,,,FIFA World Cup qualification,Completed
HIST_KOR_MAR_20171010,FRIENDLY,2017-10-10,KOR,MAR,1,3,,,Friendly,Completed
HIST_ENG_BRA_20171114,FRIENDLY,2017-11-14,ENG,BRA,0,0,,,Friendly,Completed
HIST_SEN_RSA_20171114,OTHER_HIST,2017-11-14,SEN,RSA,2,1,,,FIFA World Cup qualification,Completed
HIST_USA_PAR_20180327,FRIENDLY,2018-03-27,USA,PAR,1,0,,,Friendly,Completed
HIST_FRA_ITA_20180601,FRIENDLY,2018-06-01,FRA,ITA,3,1,,,Friendly,Completed
HIST_AUT_GER_20180602,FRIENDLY,2018-06-02,AUT,GER,2,1,,,Friendly,Completed
HIST_CRO_BRA_20180603,FRIENDLY,2018-06-03,CRO,BRA,0,2,,,Friendly,Completed
HIST_URU_UZB_20180607,FRIENDLY,2018-06-07,URU,UZB,3,0,,,Friendly,Completed
HIST_COL_JPN_20180619,WC18,2018-06-19,COL,JPN,1,2,,,World Cup Knockout,Completed
HIST_IRN_ESP_20180620,WC18,2018-06-20,IRN,ESP,0,1,,,World Cup Knockout,Completed
HIST_GER_FRA_20180906,OTHER_HIST,2018-09-06,GER,FRA,0,0,,,UEFA Nations League,Completed
HIST_USA_MEX_20180911,FRIENDLY,2018-09-11,USA,MEX,1,0,,,Friendly,Completed
HIST_CRO_ENG_20181012,OTHER_HIST,2018-10-12,CRO,ENG,0,0,,,UEFA Nations League,Completed
HIST_JPN_PAN_20181012,OTHER_HIST,2018-10-12,JPN,PAN,3,0,,,Kirin Challenge Cup,Completed
HIST_KSA_BRA_20181012,FRIENDLY,2018-10-12,KSA,BRA,0,2,,,Friendly,Completed
HIST_KOR_KSA_20181231,FRIENDLY,2018-12-31,KOR,KSA,0,0,,,Friendly,Completed
HIST_GHA_RSA_20190615,FRIENDLY,2019-06-15,GHA,RSA,0,0,,,Friendly,Completed
HIST_ARG_PAR_20190619,CA2019,2019-06-19,ARG,PAR,1,1,,,Copa America,Completed
HIST_MEX_CAN_20190619,OTHER_HIST,2019-06-19,MEX,CAN,3,1,,,Gold Cup,Completed
HIST_USA_PAN_20190626,OTHER_HIST,2019-06-26,USA,PAN,1,0,,,Gold Cup,Completed
HIST_BRA_COL_20190906,FRIENDLY,2019-09-06,BRA,COL,2,2,,,Friendly,Completed
HIST_SCO_BEL_20190909,EURO2019,2019-09-09,SCO,BEL,0,4,,,UEFA Euro,Completed
HIST_SWE_POR_20200908,OTHER_HIST,2020-09-08,SWE,POR,0,2,,,UEFA Nations League,Completed
HIST_GER_SUI_20201013,OTHER_HIST,2020-10-13,GER,SUI,3,3,,,UEFA Nations League,Completed
HIST_KSA_JAM_20201117,FRIENDLY,2020-11-17,KSA,JAM,1,2,,,Friendly,Completed
HIST_SUI_USA_20210530,FRIENDLY,2021-05-30,SUI,USA,2,1,,,Friendly,Completed
HIST_ITA_CZE_20210604,FRIENDLY,2021-06-04,ITA,CZE,4,0,,,Friendly,Completed
HIST_ITA_TUR_20210611,EURO2021,2021-06-11,ITA,TUR,3,0,,,UEFA Euro,Completed
HIST_ENG_CRO_20210613,EURO2021,2021-06-13,ENG,CRO,1,0,,,UEFA Euro,Completed
HIST_BRA_COL_20210623,CA2021,2021-06-23,BRA,COL,2,1,,,Copa America,Completed
HIST_ARG_ECU_20210703,CA2021,2021-07-03,ARG,ECU,3,0,,,Copa America,Completed
HIST_NOR_NED_20210901,OTHER_HIST,2021-09-01,NOR,NED,1,1,,,FIFA World Cup qualification,Completed
HIST_SUI_ITA_20210905,OTHER_HIST,2021-09-05,SUI,ITA,0,0,,,FIFA World Cup qualification,Completed
HIST_RSA_GHA_20210906,OTHER_HIST,2021-09-06,RSA,GHA,1,0,,,FIFA World Cup qualification,Completed
HIST_AUT_SCO_20210907,OTHER_HIST,2021-09-07,AUT,SCO,0,1,,,FIFA World Cup qualification,Completed
HIST_ITA_BEL_20211010,OTHER_HIST,2021-10-10,ITA,BEL,2,1,,,UEFA Nations League,Completed
HIST_AUS_KSA_20211111,OTHER_HIST,2021-11-11,AUS,KSA,0,0,,,FIFA World Cup qualification,Completed
HIST_GHA_RSA_20211114,OTHER_HIST,2021-11-14,GHA,RSA,1,0,,,FIFA World Cup qualification,Completed
HIST_JOR_MAR_20211204,OTHER_HIST,2021-12-04,JOR,MAR,0,4,,,Arab Cup,Completed
HIST_ALG_EGY_20211207,OTHER_HIST,2021-12-07,ALG,EGY,1,1,,,Arab Cup,Completed
HIST_BRA_PAR_20220201,OTHER_HIST,2022-02-01,BRA,PAR,4,0,,,FIFA World Cup qualification,Completed
HIST_PAR_ECU_20220324,OTHER_HIST,2022-03-24,PAR,ECU,3,1,,,FIFA World Cup qualification,Completed
HIST_AUT_SCO_20220329,FRIENDLY,2022-03-29,AUT,SCO,2,2,,,Friendly,Completed
HIST_CZE_ESP_20220605,OTHER_HIST,2022-06-05,CZE,ESP,2,2,,,UEFA Nations League,Completed
HIST_CAN_CUW_20220609,OTHER_HIST,2022-06-09,CAN,CUW,4,0,,,CONCACAF Nations League,Completed
HIST_GER_ITA_20220614,OTHER_HIST,2022-06-14,GER,ITA,5,2,,,UEFA Nations League,Completed
HIST_KOR_EGY_20220614,FRIENDLY,2022-06-14,KOR,EGY,4,1,,,Friendly,Completed
HIST_FRA_AUT_20220922,OTHER_HIST,2022-09-22,FRA,AUT,2,0,,,UEFA Nations League,Completed
HIST_CAN_URU_20220927,FRIENDLY,2022-09-27,CAN,URU,0,2,,,Friendly,Completed
HIST_JPN_COL_20230328,FRIENDLY,2023-03-28,JPN,COL,1,2,,,Friendly,Completed
HIST_JPN_TUR_20230912,FRIENDLY,2023-09-12,JPN,TUR,4,2,,,Friendly,Completed
HIST_SWE_AUT_20230912,EURO2023,2023-09-12,SWE,AUT,1,3,,,UEFA Euro,Completed
HIST_JPN_CAN_20231013,FRIENDLY,2023-10-13,JPN,CAN,4,1,,,Friendly,Completed
HIST_NOR_ESP_20231015,EURO2023,2023-10-15,NOR,ESP,0,1,,,UEFA Euro,Completed
HIST_CIV_SEN_20240129,OTHER_HIST,2024-01-29,CIV,SEN,1,1,4,3,African Cup of Nations,Completed
HIST_ALG_RSA_20240326,OTHER_HIST,2024-03-26,ALG,RSA,3,3,,,FIFA Series,Completed
HIST_ITA_TUR_20240604,FRIENDLY,2024-06-04,ITA,TUR,0,0,,,Friendly,Completed
HIST_MEX_URU_20240605,FRIENDLY,2024-06-05,MEX,URU,0,4,,,Friendly,Completed
HIST_FRA_CAN_20240609,FRIENDLY,2024-06-09,FRA,CAN,0,0,,,Friendly,Completed
HIST_PAN_PAR_20240616,FRIENDLY,2024-06-16,PAN,PAR,0,1,,,Friendly,Completed
HIST_ESP_ITA_20240620,EURO2024,2024-06-20,ESP,ITA,1,0,,,UEFA Euro,Completed
HIST_ARG_CAN_20240620,CA2024,2024-06-20,ARG,CAN,2,0,,,Copa America,Completed
HIST_CRO_ITA_20240624,EURO2024,2024-06-24,CRO,ITA,1,1,,,UEFA Euro,Completed
HIST_COL_ARG_20240910,OTHER_HIST,2024-09-10,COL,ARG,2,1,,,FIFA World Cup qualification,Completed
HIST_PAR_ARG_20241114,OTHER_HIST,2024-11-14,PAR,ARG,2,1,,,FIFA World Cup qualification,Completed
HIST_BRA_COL_20250320,OTHER_HIST,2025-03-20,BRA,COL,2,1,,,FIFA World Cup qualification,Completed
HIST_GER_POR_20250604,OTHER_HIST,2025-06-04,GER,POR,1,2,,,UEFA Nations League,Completed
HIST_USA_HAI_20250622,OTHER_HIST,2025-06-22,USA,HAI,2,1,,,Gold Cup,Completed
HIST_USA_MEX_20250706,OTHER_HIST,2025-07-06,USA,MEX,1,2,,,Gold Cup,Completed
HIST_ECU_ARG_20250909,OTHER_HIST,2025-09-09,ECU,ARG,1,0,,,FIFA World Cup qualification,Completed
HIST_IRN_CPV_20251113,OTHER_HIST,2025-11-13,IRN,CPV,0,0,4,3,Al Ain International Cup,Completed
HIST_JPN_GHA_20251114,OTHER_HIST,2025-11-14,JPN,GHA,2,0,,,Kirin Cup,Completed
HIST_SUI_SWE_20251115,OTHER_HIST,2025-11-15,SUI,SWE,4,1,,,FIFA World Cup qualification,Completed
HIST_COL_AUS_20251118,FRIENDLY,2025-11-18,COL,AUS,3,0,,,Friendly,Completed
HIST_MEX_PAR_20251118,FRIENDLY,2025-11-18,MEX,PAR,1,2,,,Friendly,Completed
HIST_ESP_TUR_20251118,OTHER_HIST,2025-11-18,ESP,TUR,2,2,,,FIFA World Cup qualification,Completed
HIST_IRN_UZB_20251118,OTHER_HIST,2025-11-18,IRN,UZB,0,0,3,4,Al Ain International Cup,Completed
HIST_MAR_KSA_20251208,OTHER_HIST,2025-12-08,MAR,KSA,1,0,,,Arab Cup,Completed
HIST_JOR_MAR_20251218,OTHER_HIST,2025-12-18,JOR,MAR,2,3,,,Arab Cup,Completed
HIST_BRA_FRA_20260326,FRIENDLY,2026-03-26,BRA,FRA,1,2,,,Friendly,Completed
HIST_ENG_URU_20260327,FRIENDLY,2026-03-27,ENG,URU,1,1,,,Friendly,Completed
HIST_MEX_GHA_20260522,FRIENDLY,2026-05-22,MEX,GHA,2,0,,,Friendly,Completed
HIST_SUI_JOR_20260531,FRIENDLY,2026-05-31,SUI,JOR,4,1,,,Friendly,Completed
HIST_NED_ALG_20260603,FRIENDLY,2026-06-03,NED,ALG,0,1,,,Friendly,Completed
HIST_CRO_ESP_20000223,FRIENDLY,2000-02-23,CRO,ESP,0,0,,,Friendly,Completed
HIST_CAN_COL_20000227,OTHER_HIST,2000-02-27,CAN,COL,2,0,,,Gold Cup,Completed
HIST_ENG_BRA_20000527,FRIENDLY,2000-05-27,ENG,BRA,1,1,,,Friendly,Completed
HIST_MAR_ALG_20000709,OTHER_HIST,2000-07-09,MAR,ALG,2,1,,,FIFA World Cup qualification,Completed
HIST_PAN_ECU_20000811,FRIENDLY,2000-08-11,PAN,ECU,0,0,,,Friendly,Completed
HIST_AUT_IRN_20000901,FRIENDLY,2000-09-01,AUT,IRN,5,1,,,Friendly,Completed
HIST_ENG_GER_20001007,OTHER_HIST,2000-10-07,ENG,GER,0,1,,,FIFA World Cup qualification,Completed
HIST_AUT_ESP_20001011,OTHER_HIST,2000-10-11,AUT,ESP,1,1,,,FIFA World Cup qualification,Completed
HIST_QAT_UZB_20001014,OTHER_HIST,2000-10-14,QAT,UZB,1,1,,,AFC Asian Cup,Completed
HIST_CAN_MEX_20001115,OTHER_HIST,2000-11-15,CAN,MEX,0,0,,,FIFA World Cup qualification,Completed
HIST_MEX_BRA_20010307,FRIENDLY,2001-03-07,MEX,BRA,3,3,,,Friendly,Completed
HIST_PAN_HAI_20010424,FRIENDLY,2001-04-24,PAN,HAI,2,0,,,Friendly,Completed
HIST_JPN_CAN_20010531,OTHER_HIST,2001-05-31,JPN,CAN,3,0,,,Confederations Cup,Completed
HIST_NZL_AUS_20010620,OTHER_HIST,2001-06-20,NZL,AUS,0,2,,,FIFA World Cup qualification,Completed
HIST_BRA_PAR_20010718,CA2001,2001-07-18,BRA,PAR,3,1,,,Copa America,Completed
HIST_KOR_SEN_20011108,FRIENDLY,2001-11-08,KOR,SEN,0,1,,,Friendly,Completed
HIST_AUS_URU_20011120,OTHER_HIST,2001-11-20,AUS,URU,1,0,,,FIFA World Cup qualification,Completed
HIST_EGY_GHA_20020104,FRIENDLY,2002-01-04,EGY,GHA,2,0,,,Friendly,Completed
HIST_MAR_GHA_20020121,OTHER_HIST,2002-01-21,MAR,GHA,0,0,,,African Cup of Nations,Completed
HIST_CAN_KOR_20020202,OTHER_HIST,2002-02-02,CAN,KOR,2,1,,,Gold Cup,Completed
HIST_ENG_ITA_20020327,FRIENDLY,2002-03-27,ENG,ITA,1,2,,,Friendly,Completed
HIST_ECU_SEN_20020523,FRIENDLY,2002-05-23,ECU,SEN,0,1,,,Friendly,Completed
HIST_JPN_SWE_20020525,FRIENDLY,2002-05-25,JPN,SWE,1,1,,,Friendly,Completed
HIST_KOR_TUR_20020629,WC02,2002-06-29,KOR,TUR,2,3,,,World Cup Knockout,Completed
HIST_GER_BRA_20020630,WC02,2002-06-30,GER,BRA,0,2,,,World Cup Knockout,Completed
HIST_JPN_ARG_20021120,FRIENDLY,2002-11-20,JPN,ARG,0,2,,,Friendly,Completed
HIST_RSA_JAM_20030430,FRIENDLY,2003-04-30,RSA,JAM,0,0,,,Friendly,Completed
HIST_SCO_NZL_20030527,FRIENDLY,2003-05-27,SCO,NZL,1,1,,,Friendly,Completed
HIST_POR_ESP_20030906,FRIENDLY,2003-09-06,POR,ESP,0,3,,,Friendly,Completed
HIST_BEL_CRO_20030910,EURO2003,2003-09-10,BEL,CRO,2,1,,,UEFA Euro,Completed
HIST_TUN_MAR_20031011,FRIENDLY,2003-10-11,TUN,MAR,0,0,,,Friendly,Completed
HIST_MEX_URU_20031015,FRIENDLY,2003-10-15,MEX,URU,0,2,,,Friendly,Completed
HIST_TUN_SEN_20040207,OTHER_HIST,2004-02-07,TUN,SEN,1,0,,,African Cup of Nations,Completed
HIST_RSA_CPV_20040605,OTHER_HIST,2004-06-05,RSA,CPV,2,1,,,FIFA World Cup qualification,Completed
HIST_CRO_ENG_20040621,EURO2004,2004-06-21,CRO,ENG,2,4,,,UEFA Euro,Completed
HIST_ARG_MEX_20040710,CA2004,2004-07-10,ARG,MEX,0,1,,,Copa America,Completed
HIST_PAN_JAM_20041009,OTHER_HIST,2004-10-09,PAN,JAM,1,1,,,FIFA World Cup qualification,Completed
HIST_ESP_BEL_20041009,OTHER_HIST,2004-10-09,ESP,BEL,2,0,,,FIFA World Cup qualification,Completed
HIST_USA_PAN_20041013,OTHER_HIST,2004-10-13,USA,PAN,6,0,,,FIFA World Cup qualification,Completed
HIST_ECU_BRA_20041117,OTHER_HIST,2004-11-17,ECU,BRA,1,0,,,FIFA World Cup qualification,Completed
HIST_USA_JAM_20041117,OTHER_HIST,2004-11-17,USA,JAM,1,1,,,FIFA World Cup qualification,Completed
HIST_QAT_IRQ_20041213,OTHER_HIST,2004-12-13,QAT,IRQ,3,3,,,Gulf Cup,Completed
HIST_EGY_BEL_20050209,FRIENDLY,2005-02-09,EGY,BEL,4,0,,,Friendly,Completed
HIST_ARG_COL_20050330,OTHER_HIST,2005-03-30,ARG,COL,1,0,,,FIFA World Cup qualification,Completed
HIST_GER_AUS_20050615,OTHER_HIST,2005-06-15,GER,AUS,4,3,,,Confederations Cup,Completed
HIST_RSA_MEX_20050708,OTHER_HIST,2005-07-08,RSA,MEX,2,1,,,Gold Cup,Completed
HIST_COL_PAN_20050721,OTHER_HIST,2005-07-21,COL,PAN,2,3,,,Gold Cup,Completed
HIST_CRO_SWE_20051008,OTHER_HIST,2005-10-08,CRO,SWE,1,0,,,FIFA World Cup qualification,Completed
HIST_ENG_ARG_20051112,FRIENDLY,2005-11-12,ENG,ARG,3,2,,,Friendly,Completed
HIST_IRQ_KSA_20051205,FRIENDLY,2005-12-05,IRQ,KSA,5,1,,,Friendly,Completed
HIST_ECU_SEN_20051227,FRIENDLY,2005-12-27,ECU,SEN,1,2,,,Friendly,Completed
HIST_AUT_CRO_20060523,FRIENDLY,2006-05-23,AUT,CRO,1,4,,,Friendly,Completed
HIST_COL_ECU_20060524,FRIENDLY,2006-05-24,COL,ECU,1,1,,,Friendly,Completed
HIST_NED_MEX_20060601,FRIENDLY,2006-06-01,NED,MEX,2,1,,,Friendly,Completed
HIST_COL_MAR_20060604,FRIENDLY,2006-06-04,COL,MAR,2,0,,,Friendly,Completed
HIST_TUN_KSA_20060614,WC06,2006-06-14,TUN,KSA,2,2,,,World Cup Knockout,Completed
HIST_EGY_SWE_20070207,FRIENDLY,2007-02-07,EGY,SWE,2,0,,,Friendly,Completed
HIST_JAM_SUI_20070322,FRIENDLY,2007-03-22,JAM,SUI,0,2,,,Friendly,Completed
HIST_MEX_IRN_20070602,FRIENDLY,2007-06-02,MEX,IRN,4,0,,,Friendly,Completed
