tournament_id,team_id,player_id,jersey_number
WC02,SEN,P-42976,12
WC06,TUN,P-54768,17
WC06,KOR,P-95122,1
WC10,CIV,P-55581,13
WC18,TUN,P-14196,7
WC18,KOR,P-26051,4
WC14,ITA,P-26539,15
WC14,IRN,P-00111,7
WC18,ENG,P-84745,21
WC18,IRN,P-75785,3
WC06,SWE,P-42895,11
WC10,ARG,P-28014,19
WC22,QAT,P-01930,19
WC18,BRA,P-89248,23
WC18,BRA,P-70650,12
WC02,TUN,P-87702,12
WC18,ARG,P-49114,17
WC06,MEX,P-86098,15
WC22,USA,P-85878,7
WC02,ECU,P-92146,4
WC22,AUS,P-64249,17
WC02,ENG,P-81049,7
WC14,FRA,P-67129,17
WC18,MEX,P-05120,1
WC02,MEX,P-44763,4
WC10,CIV,P-19422,2
WC02,TUN,P-32986,19
WC06,KOR,P-07865,4
WC14,ITA,P-65802,16
WC02,FRA,P-62062,5
WC22,IRN,P-09113,20
WC22,JPN,P-62952,15
WC14,ITA,P-57248,19
WC18,PAN,P-09945,10
WC22,TUN,P-45680,25
WC10,AUS,P-14290,10
WC10,KOR,P-85453,20
WC18,JPN,P-36964,10
WC22,KOR,P-58692,11
WC18,MEX,P-44763,4
WC18,COL,P-27327,12
WC18,SWE,P-24357,19
WC22,ECU,P-44851,11
WC02,ARG,P-88203,5
WC14,COL,P-12476,17
WC18,MAR,P-26068,6
WC18,BEL,P-48955,7
WC22,ARG,P-35173,3
WC10,CIV,P-50281,12
WC22,USA,P-95273,22
WC02,ENG,P-91486,14
WC22,QAT,P-01258,3
WC14,CIV,P-75959,18
WC10,JPN,P-29462,4
WC14,IRN,P-94570,5
WC14,BEL,P-77619,17
WC14,CIV,P-48968,5
WC22,CAN,P-48340,20
WC18,ENG,P-21553,10
WC22,BEL,P-61810,22
WC10,MEX,P-36515,14
WC14,ECU,P-13321,23
WC18,ARG,P-14758,10
WC10,BRA,P-58388,10
WC18,COL,P-01505,4
WC02,MEX,P-80183,17
WC06,USA,P-59999,2
WC06,TUN,P-40581,19
WC02,ARG,P-84542,9
WC06,GHA,P-38556,3
WC14,BEL,P-69919,22
WC06,BRA,P-20372,7
WC14,BEL,P-48955,7
WC14,IRN,P-41304,13
WC22,BEL,P-29578,25
WC18,AUS,P-87852,19
WC14,CIV,P-55416,22
WC10,ENG,P-08307,21
WC14,ARG,P-72244,17
WC22,AUS,P-24134,5
WC06,AUS,P-14290,10
WC18,COL,P-17988,5
WC02,MEX,P-57272,18
WC22,QAT,P-95754,12
WC14,CIV,P-25845,16
WC22,MAR,P-52013,20
WC06,GHA,P-29967,5
WC10,CIV,P-77484,14
WC14,COL,P-01068,21
WC14,GHA,P-31813,22
WC02,ECU,P-42534,19
WC10,ENG,P-65534,8
WC14,ECU,P-39602,10
WC14,USA,P-31173,20
WC18,FRA,P-69594,16
WC02,BRA,P-20389,19
WC06,JPN,P-61292,4
WC22,TUN,P-11879,6
WC18,KOR,P-29757,21
WC22,TUN,P-47815,17
WC22,BEL,P-56669,26
WC10,USA,P-92673,23
WC22,QAT,P-47319,11
WC06,MEX,P-17445,23
WC02,FRA,P-12167,20
WC14,ARG,P-38424,23
WC10,CIV,P-77464,16
WC18,PAN,P-22016,17
WC14,ITA,P-99537,21
WC18,BEL,P-69919,22
WC06,JPN,P-15134,20
WC06,AUS,P-90087,21
WC22,BRA,P-05164,7
WC22,CAN,P-27541,21
WC22,ECU,P-39347,12
WC02,BRA,P-09454,14
WC14,ENG,P-43764,2
WC14,COL,P-61178,18
WC14,CIV,P-89713,23
WC14,JPN,P-89321,22
WC10,KOR,P-48433,16
WC22,ESP,P-99025,24
WC22,MEX,P-95198,17
WC14,USA,P-95009,5
WC22,QAT,P-51678,8
WC18,ENG,P-74071,2
WC18,JPN,P-89984,14
WC18,ESP,P-01416,18
WC06,AUS,P-26858,8
WC22,ECU,P-04237,18
WC14,IRN,P-59901,6
WC22,IRN,P-20998,1
WC06,TUN,P-09041,11
WC22,USA,P-48265,18
WC02,MEX,P-19578,11
WC06,MEX,P-80826,13
WC22,CAN,P-42390,22
WC22,QAT,P-63532,23
WC06,KOR,P-89943,15
WC14,IRN,P-07353,20
WC18,ENG,P-31219,4
WC10,ENG,P-84201,12
WC14,FRA,P-98143,12
WC02,ENG,P-51130,10
WC18,TUN,P-38981,12
WC02,ENG,P-13285,1
WC22,FRA,P-35408,19
WC06,AUS,P-59039,15
WC26,BEL,P-81997,20
WC26,JPN,P-58907,8
WC26,ARG,P-19776,9
WC26,ARG,P-42113,11
WC26,IRN,P-47137,23
WC26,MEX,P-40312,18
WC26,USA,P-85878,7
WC26,MEX,P-96662,12
WC26,ECU,P-56839,20
WC26,ENG,P-25937,12
WC26,SEN,P-53694,23
WC26,ECU,P-29713,3
WC26,IRN,P-42215,21
WC26,USA,P-95273,22
WC26,ENG,P-70618,1
WC26,FRA,P-84424,21
WC26,JPN,P-77382,3
WC26,BEL,P-70547,2
WC26,ARG,P-10739,24
WC26,QAT,P-93316,24
WC26,BRA,P-70483,26
WC26,BRA,P-06446,21
WC26,MAR,P-52013,20
WC26,JPN,P-39942,11
WC26,ENG,P-02465,6
WC26,FRA,P-60652,2
WC26,MEX,P-21208,15
WC26,AUS,P-61979,11
WC26,KOR,P-07233,15
WC26,TUN,P-57303,26
WC26,MEX,P-57865,9
WC26,FRA,P-23304,13
WC26,ESP,P-94271,23
WC26,TUN,P-69793,23
WC26,KOR,P-97485,26
WC26,AUS,P-51406,14
WC26,USA,P-48265,18
WC18,ESP,P-71071,2
WC06,SWE,P-20557,18
WC06,GHA,P-23035,17
WC10,AUS,P-07864,18
WC06,SWE,P-02115,12
WC14,JPN,P-91793,17
WC10,ESP,P-73924,14
WC06,IRN,P-20762,4
WC06,FRA,P-55991,16
WC02,BRA,P-89804,21
WC14,ECU,P-49265,16
WC02,TUR,P-21108,10
WC22,IRN,P-85860,9
WC06,ITA,P-48645,11
WC06,JPN,P-35882,13
WC06,JPN,P-17506,11
WC02,JPN,P-17348,8
WC10,JPN,P-12781,19
WC06,CZE,P-35103,6
WC14,ITA,P-60016,12
WC18,SWE,P-90129,5
WC22,CAN,P-12635,2
WC18,FRA,P-30711,1
WC02,ITA,P-42227,19
WC02,ECU,P-90857,15
WC14,CIV,P-25398,4
WC22,JPN,P-26303,5
WC18,AUS,P-10167,17
WC06,GHA,P-24586,2
WC22,USA,P-01792,12
WC10,ESP,P-64102,21
WC22,ARG,P-56659,16
WC14,JPN,P-56398,21
WC06,ECU,P-96174,14
WC18,KOR,P-48433,16
WC22,ARG,P-28151,21
WC14,BEL,P-15896,20
WC06,ESP,P-16059,19
WC18,ESP,P-28010,5
WC02,FRA,P-19907,18
WC02,TUR,P-05081,23
WC06,ENG,P-59324,13
WC22,BEL,P-72011,10
WC10,ARG,P-33570,20
WC02,ITA,P-15450,4
WC02,JPN,P-48525,22
WC22,KOR,P-92710,16
WC22,MAR,P-05265,11
WC06,ARG,P-64352,6
WC10,CIV,P-75763,20
WC14,ITA,P-01078,17
WC10,ITA,P-54694,3
WC18,AUS,P-83849,20
WC22,AUS,P-30596,12
WC10,ESP,P-78418,18
WC06,ENG,P-61216,16
WC22,FRA,P-57401,14
WC18,MEX,P-80826,13
WC22,BEL,P-61413,4
WC02,ITA,P-83836,7
WC22,MEX,P-36212,3
WC10,NZL,P-60304,1
WC14,ARG,P-18222,16
WC02,FRA,P-22876,2
WC02,BRA,P-57975,7
WC10,BRA,P-45956,8
WC22,GHA,P-36638,16
WC02,FRA,P-23315,19
WC10,ITA,P-48645,11
WC22,TUN,P-25989,1
WC14,COL,P-66638,13
WC14,JPN,P-53272,1
WC06,CIV,P-98071,18
WC06,IRN,P-74059,12
WC14,ARG,P-55451,21
WC06,SWE,P-80105,10
WC14,ECU,P-72804,2
WC22,BRA,P-70483,26
WC18,SWE,P-46890,12
WC06,ECU,P-03128,10
WC22,CAN,P-03472,13
WC18,IRN,P-04541,2
WC02,USA,P-02842,23
WC22,BRA,P-06446,21
WC14,ESP,P-44334,23
WC10,MEX,P-80043,7
WC02,BEL,P-90633,22
WC06,KOR,P-51785,5
WC02,ECU,P-37753,5
WC14,COL,P-01538,15
WC18,ARG,P-69019,15
WC02,SEN,P-01462,7
WC06,USA,P-60597,20
WC22,AUS,P-59727,2
WC02,TUR,P-49485,12
WC14,GHA,P-84116,12
WC06,MEX,P-05120,12
WC10,NZL,P-81126,6
WC14,ITA,P-60769,13
WC10,NZL,P-90145,9
WC02,ECU,P-99914,16
WC14,KOR,P-07259,5
WC22,MAR,P-26068,6
WC22,ECU,P-73694,25
WC14,GHA,P-89904,8
WC14,BRA,P-70650,6
WC22,BEL,P-73834,19
WC22,QAT,P-90689,4
WC14,ECU,P-55935,7
WC02,ITA,P-55511,13
WC10,FRA,P-82555,19
WC14,ECU,P-57715,18
WC10,USA,P-05728,10
WC22,ARG,P-71343,20
WC02,FRA,P-00916,11
WC10,ARG,P-06108,5
WC06,SWE,P-75070,2
WC02,SEN,P-62977,10
WC14,MEX,P-94928,12
WC02,SEN,P-35489,21
WC18,KOR,P-02609,12
WC18,MEX,P-42911,16
WC06,MEX,P-44763,4
WC22,JPN,P-41902,26
WC14,ENG,P-95616,17
WC02,TUR,P-98680,15
WC14,JPN,P-84807,9
WC18,IRN,P-15905,19
WC14,ENG,P-22075,20
WC22,ECU,P-56347,1
WC22,USA,P-77402,16
WC18,JPN,P-54138,8
WC10,ARG,P-60592,18
WC18,ENG,P-48480,3
WC02,SEN,P-84943,11
WC06,ARG,P-38901,7
WC14,FRA,P-42326,4
WC06,TUN,P-63068,14
WC14,ARG,P-36870,20
WC14,AUS,P-60159,22
WC22,USA,P-26367,13
WC14,ARG,P-51894,5
WC02,BEL,P-21070,16
WC06,SWE,P-42808,7
WC22,SEN,P-40621,5
WC18,BEL,P-15896,18
WC10,GHA,P-50270,6
WC14,BRA,P-11275,12
WC18,MAR,P-60872,20
WC02,TUR,P-59617,13
WC14,FRA,P-71633,5
WC14,JPN,P-61292,7
WC02,TUN,P-00640,5
WC14,MEX,P-77047,10
WC26,AUS,P-09062,3
WC26,BEL,P-22930,15
WC26,ESP,P-88433,9
WC26,FRA,P-07089,17
WC26,USA,P-01792,12
WC26,ENG,P-58924,9
WC26,TUN,P-82056,19
WC26,SEN,P-54506,14
WC26,AUS,P-82010,23
WC26,MAR,P-05265,11
WC26,ENG,P-36400,3
WC26,AUS,P-67089,25
WC26,GHA,P-36638,16
WC26,AUS,P-88273,4
WC26,KOR,P-49090,12
WC26,MAR,P-26068,6
WC26,FRA,P-54517,8
WC26,BRA,P-05164,7
WC26,BEL,P-10313,12
WC26,TUN,P-42575,15
WC26,ENG,P-95181,25
WC26,QAT,P-12810,16
WC26,USA,P-77402,16
WC26,KOR,P-82889,3
WC26,KOR,P-66969,23
WC26,USA,P-26367,13
WC26,KOR,P-42523,1
WC18,BEL,P-73834,23
WC14,ARG,P-39810,15
WC14,IRN,P-05990,8
WC02,TUN,P-56293,22
WC22,FRA,P-69594,16
WC10,ARG,P-29398,9
WC02,SWE,P-30568,16
WC18,BRA,P-32798,2
WC18,MAR,P-42517,19
WC02,KOR,P-60562,13
WC18,ESP,P-89177,15
WC14,BRA,P-09441,2
WC18,SEN,P-93828,2
WC18,SEN,P-38799,7
WC10,NZL,P-10960,3
WC06,CIV,P-67250,8
WC22,ESP,P-46898,17
WC06,AUS,P-36196,22
WC06,CZE,P-86056,2
WC14,AUS,P-12111,2
WC06,USA,P-88043,5
WC10,ESP,P-81297,10
WC22,TUN,P-48887,8
WC22,TUN,P-90867,13
WC22,ESP,P-37294,8
WC10,CIV,P-04746,6
WC14,GHA,P-05368,23
WC22,TUN,P-22128,2
WC10,BRA,P-79283,20
WC22,SEN,P-53694,23
WC14,ENG,P-99967,10
WC22,JPN,P-86909,14
WC22,USA,P-59571,6
WC06,IRN,P-20969,14
WC18,SEN,P-47321,3
WC14,GHA,P-38556,3
WC02,ENG,P-16557,3
WC06,MEX,P-97434,3
WC02,JPN,P-34956,2
WC10,CIV,P-55416,22
WC10,ARG,P-29080,11
WC14,BEL,P-72011,10
WC10,ARG,P-62209,8
WC06,ITA,P-14267,2
WC22,KOR,P-05917,24
WC18,ARG,P-42113,11
WC02,SEN,P-82212,19
WC02,MEX,P-89297,6
WC10,FRA,P-04469,3
WC06,AUS,P-44926,4
WC22,AUS,P-53409,24
WC02,JPN,P-64961,6
WC02,ESP,P-70144,22
WC02,JPN,P-49610,4
WC14,ENG,P-08169,14
WC06,BRA,P-58388,8
WC06,TUN,P-08678,21
WC18,PAN,P-80905,22
WC14,ITA,P-32717,5
WC02,ECU,P-30306,20
WC18,BEL,P-72011,10
WC06,TUN,P-27618,9
WC02,TUR,P-61478,1
WC02,MEX,P-92932,12
WC22,IRN,P-84382,2
WC22,CAN,P-89710,5
WC22,ARG,P-36188,12
WC02,ITA,P-18164,8
WC10,MEX,P-11191,2
WC10,FRA,P-42706,11
WC06,JPN,P-77277,10
WC10,USA,P-09461,22
WC22,AUS,P-91029,15
WC02,ITA,P-01311,20
WC10,CIV,P-48968,5
WC14,JPN,P-66906,23
WC18,SEN,P-37935,18
WC14,GHA,P-04420,4
WC06,JPN,P-56897,9
WC18,IRN,P-23272,15
WC18,SWE,P-82967,9
WC18,BRA,P-87008,10
WC22,MAR,P-23330,15
WC02,BRA,P-62722,9
WC22,ESP,P-24897,26
WC10,AUS,P-36196,20
WC06,JPN,P-95259,6
WC06,SWE,P-62207,19
WC02,ENG,P-97840,6
WC10,CIV,P-63253,7
WC10,JPN,P-90430,22
WC18,MEX,P-96694,17
WC14,IRN,P-32139,22
WC06,ESP,P-51440,20
WC22,ECU,P-82216,23
WC06,BRA,P-01939,12
WC14,MEX,P-36687,8
WC22,ECU,P-22286,4
WC22,QAT,P-00052,2
WC18,SEN,P-15988,17
WC06,ENG,P-66658,2
WC18,SWE,P-74946,7
WC22,MEX,P-42911,16
WC22,MEX,P-80826,13
WC14,BRA,P-86499,16
WC10,BRA,P-98528,9
WC14,CIV,P-42905,7
WC22,JPN,P-77827,23
WC06,JPN,P-40995,12
WC14,CIV,P-43440,17
WC18,IRN,P-24531,11
WC10,AUS,P-44926,4
WC02,BRA,P-06280,18
WC02,ECU,P-23101,10
WC02,ARG,P-12056,23
WC22,USA,P-57029,3
WC06,GHA,P-03949,6
WC10,ESP,P-15314,4
WC06,USA,P-60945,14
WC06,TUN,P-41620,10
WC22,QAT,P-22110,25
WC18,EGY,P-49004,3
WC02,ECU,P-06468,17
WC18,BRA,P-02305,5
WC10,FRA,P-30711,1
WC22,ENG,P-43567,14
WC10,KOR,P-51785,5
WC14,FRA,P-17509,19
WC22,MEX,P-24062,19
WC10,ITA,P-01045,18
WC26,QAT,P-97800,6
WC26,JPN,P-05559,10
WC26,BRA,P-14060,24
WC26,IRN,P-98775,7
WC26,USA,P-59571,6
WC26,ESP,P-31301,11
WC26,MEX,P-26412,7
WC26,ARG,P-79650,13
WC26,CAN,P-21099,25
WC26,ESP,P-16333,4
WC26,AUS,P-82945,10
WC26,ESP,P-62341,16
WC26,MAR,P-23330,15
WC26,KOR,P-87169,9
WC26,ARG,P-49114,19
WC26,ARG,P-14758,10
WC26,ECU,P-78091,16
WC26,IRN,P-87786,14
WC26,MEX,P-49806,24
WC26,CAN,P-94317,1
WC26,USA,P-57029,3
WC22,ESP,P-81427,22
WC06,BRA,P-98607,4
WC18,COL,P-66228,6
WC18,ARG,P-00981,6
WC22,MAR,P-15566,12
WC18,JPN,P-53282,6
WC10,FRA,P-13394,6
WC10,GHA,P-56284,19
WC06,JPN,P-46091,3
WC22,MEX,P-38529,2
WC06,TUN,P-72448,3
WC18,COL,P-78745,2
WC02,ESP,P-14456,18
WC06,CIV,P-55581,22
WC18,FRA,P-81466,23
WC10,GHA,P-66316,23
WC18,ESP,P-56330,6
WC10,BRA,P-11275,1
WC22,QAT,P-28811,22
WC22,MEX,P-26546,4
WC18,PAN,P-91983,12
WC22,GHA,P-07875,5
WC18,ARG,P-18444,1
WC14,KOR,P-77335,9
WC14,ARG,P-96639,4
WC18,ENG,P-59837,19
WC10,MEX,P-88428,10
WC22,IRN,P-98775,7
WC14,COL,P-73564,19
WC22,TUN,P-82056,19
WC02,ESP,P-51089,5
WC06,SWE,P-05583,6
WC22,SEN,P-33958,13
WC22,FRA,P-32431,6
WC02,SEN,P-16571,1
WC22,ENG,P-25937,12
WC10,BRA,P-13354,11
WC22,CAN,P-01925,17
WC10,ENG,P-16557,3
WC02,TUN,P-82870,6
WC14,ITA,P-37848,8
WC22,BEL,P-56069,21
WC14,USA,P-09053,11
WC22,SEN,P-09292,15
WC22,MEX,P-51689,11
WC22,SEN,P-45280,26
WC14,ARG,P-33570,11
WC22,JPN,P-35225,4
WC14,ECU,P-93941,1
WC18,MAR,P-45288,2
WC14,CIV,P-31976,8
WC02,FRA,P-51395,12
WC02,ITA,P-42659,14
WC06,ITA,P-70140,22
WC18,JPN,P-82154,18
WC02,ESP,P-40852,15
WC22,ENG,P-70618,1
WC02,MEX,P-36826,20
WC18,EGY,P-13030,4
WC06,GHA,P-23846,20
WC18,ARG,P-85116,22
WC06,KOR,P-56299,18
WC14,ECU,P-73513,17
WC18,IRN,P-80505,22
WC18,KOR,P-58692,11
WC10,MEX,P-53231,22
WC22,BRA,P-92004,18
WC10,JPN,P-00148,2
WC22,GHA,P-08359,3
WC14,BEL,P-35334,18
WC02,ESP,P-21683,14
WC22,CAN,P-96259,11
WC14,BRA,P-62621,19
WC18,FRA,P-54461,12
WC02,MEX,P-72763,14
WC02,KOR,P-75255,6
WC02,ITA,P-37126,23
WC06,ENG,P-57447,22
WC22,ARG,P-73712,8
WC06,CZE,P-36056,12
WC22,SEN,P-27280,19
WC18,TUN,P-55710,1
WC14,ITA,P-75462,7
WC06,CIV,P-80902,6
WC02,TUN,P-10094,2
WC22,ENG,P-02465,6
WC10,BRA,P-29075,19
WC22,CAN,P-71727,26
WC22,QAT,P-57100,7
WC22,MAR,P-94093,10
WC22,BRA,P-37860,19
WC18,JPN,P-99817,7
WC22,MAR,P-71023,4
WC06,MEX,P-78308,2
WC10,NZL,P-72098,8
WC18,ENG,P-09246,18
WC18,ENG,P-83363,20
WC10,ARG,P-36870,16
WC06,ARG,P-29080,11
WC02,BRA,P-79283,15
WC10,GHA,P-43176,7
WC18,EGY,P-02028,12
WC02,FRA,P-53533,9
WC22,BEL,P-09658,1
WC22,KOR,P-87169,9
WC22,FRA,P-09867,22
WC14,ESP,P-37294,17
WC02,BEL,P-03038,20
WC14,ARG,P-69953,22
WC02,ITA,P-81393,12
WC14,ECU,P-01933,14
WC06,TUN,P-69430,18
WC02,MEX,P-87229,13
WC22,USA,P-14151,4
WC22,ARG,P-03265,18
WC18,SWE,P-15887,15
WC22,TUN,P-42575,15
WC06,ECU,P-18894,12
WC18,EGY,P-60871,17
WC18,BRA,P-76060,13
WC14,ARG,P-29672,13
WC14,USA,P-24300,10
WC22,FRA,P-06614,20
WC14,ENG,P-39063,7
WC02,KOR,P-51785,5
WC22,CAN,P-58061,9
WC22,IRN,P-87786,14
WC14,GHA,P-39956,20
WC18,TUN,P-88818,5
WC10,MEX,P-73255,9
WC06,FRA,P-04469,3
WC18,ESP,P-60716,14
WC10,AUS,P-64711,19
WC18,MAR,P-37696,16
WC10,ARG,P-55451,21
WC18,PAN,P-34448,21
WC02,TUN,P-76769,15
WC02,ITA,P-34670,21
WC02,ITA,P-53723,22
WC02,USA,P-38074,11
WC22,GHA,P-13639,13
WC22,QAT,P-01077,17
WC14,BRA,P-94095,22
WC14,KOR,P-88939,1
WC18,COL,P-07807,15
WC14,JPN,P-23371,18
WC10,KOR,P-96457,3
WC22,MEX,P-94928,1
WC18,BEL,P-47906,17
WC18,MEX,P-36687,8
WC26,JPN,P-44328,20
WC26,JPN,P-66906,12
WC26,MAR,P-15566,12
WC26,ESP,P-33433,13
WC26,GHA,P-07875,5
WC26,BEL,P-53048,6
WC26,SEN,P-47321,3
WC26,SEN,P-37935,18
WC26,ARG,P-81505,22
WC26,CAN,P-55821,3
WC26,KOR,P-05917,24
WC26,CAN,P-00809,23
WC26,JPN,P-68429,16
WC26,IRN,P-84382,2
WC26,GHA,P-08359,3
WC26,TUN,P-25989,1
WC26,AUS,P-34915,6
WC26,MAR,P-94093,10
WC26,BEL,P-88715,13
WC26,MAR,P-71023,4
WC26,ECU,P-73694,25
WC26,ESP,P-68218,12
WC26,USA,P-14151,4
WC26,MEX,P-49482,20
WC26,QAT,P-15161,15
WC26,ECU,P-56347,1
WC26,BRA,P-26953,16
WC26,FRA,P-00465,15
WC26,GHA,P-13639,13
WC26,FRA,P-13613,26
WC14,JPN,P-35179,2
WC18,ARG,P-22992,18
WC18,MAR,P-54137,23
WC02,TUN,P-89922,9
WC18,JPN,P-26303,5
WC02,SWE,P-42808,7
WC06,JPN,P-10636,16
WC14,ECU,P-65206,15
WC18,BEL,P-72637,9
WC02,USA,P-49258,13
WC14,BRA,P-47180,14
WC06,GHA,P-81778,22
WC14,CIV,P-84532,12
WC14,KOR,P-06608,10
WC10,USA,P-72039,9
WC06,ARG,P-38198,20
WC18,IRN,P-98747,4
WC22,IRN,P-47137,23
WC14,IRN,P-53957,10
WC06,AUS,P-66908,3
WC06,MEX,P-92547,21
WC06,BRA,P-13354,23
WC14,FRA,P-35408,10
WC18,PAN,P-52444,16
WC06,JPN,P-99888,19
WC18,ENG,P-89070,23
WC06,MEX,P-34977,19
WC22,ECU,P-52697,7
WC22,AUS,P-68599,20
WC02,USA,P-97784,7
WC22,SEN,P-47321,3
WC18,SWE,P-42015,14
WC22,SEN,P-37935,18
WC18,JPN,P-62769,21
WC06,MEX,P-98486,5
WC02,BEL,P-64922,9
WC18,FRA,P-17509,6
WC06,ENG,P-72859,1
WC02,MEX,P-81643,9
WC06,JPN,P-24251,1
WC02,FRA,P-56430,10
WC06,BRA,P-11275,22
WC22,QAT,P-42663,5
WC02,ENG,P-08307,11
WC10,BRA,P-98607,4
WC18,EGY,P-91291,14
WC18,EGY,P-81689,6
WC14,AUS,P-07864,18
WC06,ARG,P-86290,1
WC06,CIV,P-64184,14
WC10,GHA,P-79898,1
WC14,BEL,P-12533,19
WC14,MEX,P-05120,1
WC10,ENG,P-77532,9
WC22,IRN,P-42215,21
WC06,CIV,P-51266,16
WC02,ECU,P-85473,14
WC22,BEL,P-64049,5
WC18,COL,P-76705,8
WC02,JPN,P-11915,17
WC18,ESP,P-64102,21
WC06,ECU,P-36290,5
WC10,AUS,P-66908,3
WC14,KOR,P-09632,6
WC10,ESP,P-29415,8
WC22,USA,P-48903,1
WC02,ESP,P-23336,12
WC10,BRA,P-78264,7
WC10,GHA,P-69641,12
WC14,ECU,P-79710,11
WC14,IRN,P-15489,18
WC14,KOR,P-19142,2
WC14,BEL,P-55762,13
WC18,MEX,P-01730,3
WC02,ESP,P-95116,23
WC18,MEX,P-24705,22
WC18,AUS,P-51118,16
WC02,BRA,P-01939,22
WC06,CZE,P-26250,3
WC18,BRA,P-37171,11
WC14,KOR,P-71308,11
WC14,COL,P-02080,22
WC10,BRA,P-32798,15
WC06,ITA,P-99473,3
WC22,GHA,P-59808,23
WC02,TUR,P-58069,19
WC18,EGY,P-99805,22
WC22,MAR,P-09614,3
WC14,BEL,P-21070,15
WC18,SEN,P-23774,19
WC02,ITA,P-59777,16
WC10,ESP,P-71661,9
WC22,FRA,P-81466,23
WC18,KOR,P-26566,22
WC06,CIV,P-20335,17
WC10,CIV,P-31976,8
WC02,BRA,P-26695,20
WC22,KOR,P-07233,15
WC14,IRN,P-82861,17
WC18,BEL,P-12533,19
WC10,GHA,P-50641,11
WC02,SWE,P-80105,21
WC06,CZE,P-14907,15
WC18,SEN,P-53694,23
WC22,AUS,P-10244,1
WC06,IRN,P-93633,2
WC18,TUN,P-81706,4
WC14,BRA,P-86524,7
WC06,TUN,P-31347,2
WC14,ENG,P-62157,4
WC14,COL,P-89392,10
WC14,MEX,P-44763,4
WC10,FRA,P-77249,22
WC10,NZL,P-90951,10
WC18,BRA,P-66815,16
WC06,ITA,P-69103,14
WC10,ESP,P-28010,16
WC10,BRA,P-27402,12
WC02,BRA,P-58388,23
WC10,USA,P-64198,13
WC10,NZL,P-72305,2
WC10,JPN,P-54298,23
WC02,ECU,P-11930,1
WC22,GHA,P-51990,1
WC02,FRA,P-96540,4
WC06,GHA,P-00384,13
WC22,ECU,P-28364,21
WC22,KOR,P-97485,26
WC22,ESP,P-30405,19
WC06,ENG,P-71420,6
WC02,SEN,P-02673,16
WC02,FRA,P-40400,17
WC06,CIV,P-48968,5
WC02,TUN,P-15025,11
WC06,ECU,P-86943,21
WC18,ARG,P-38647,5
WC06,ITA,P-42038,10
WC14,MEX,P-75041,11
WC10,FRA,P-38004,23
WC18,FRA,P-07153,8
WC02,ENG,P-63916,8
WC02,FRA,P-59735,1
WC22,ESP,P-29274,7
WC10,ENG,P-44282,13
WC02,SWE,P-20557,18
WC14,BEL,P-72637,9
WC06,JPN,P-42311,14
WC06,GHA,P-17027,1
WC22,QAT,P-26637,26
WC06,CZE,P-21701,18
WC06,BRA,P-62722,9
WC14,GHA,P-93750,19
WC22,QAT,P-17048,9
WC10,KOR,P-15739,23
WC10,GHA,P-25083,4
WC06,TUN,P-69034,8
WC26,CAN,P-12635,2
WC26,ARG,P-37314,7
WC26,BRA,P-68016,9
WC26,SEN,P-33958,13
WC26,IRN,P-09113,20
WC26,ESP,P-71071,20
WC26,SEN,P-09292,15
WC26,KOR,P-58692,11
WC26,SEN,P-45280,26
WC26,USA,P-48903,1
WC26,TUN,P-68161,5
WC26,GHA,P-59808,23
WC26,SEN,P-27280,19
WC26,CAN,P-03472,13
WC26,MAR,P-09614,3
WC26,AUS,P-27035,26
WC26,TUN,P-64924,24
WC26,ECU,P-13321,8
WC26,GHA,P-51990,1
WC26,QAT,P-54495,18
WC26,ARG,P-27582,5
WC26,AUS,P-51118,16
WC26,ESP,P-28010,5
WC26,JPN,P-89321,22
WC26,IRN,P-20998,1
WC26,TUN,P-29063,14
WC26,ENG,P-43567,14
WC22,BRA,P-09441,13
WC02,BRA,P-29601,16
WC18,JPN,P-53272,1
WC22,IRN,P-15905,19
WC18,JPN,P-91793,17
WC14,ENG,P-06678,9
WC10,FRA,P-72916,13
WC06,TUN,P-00640,5
WC10,ITA,P-19910,14
WC22,JPN,P-58907,8
WC02,SEN,P-37924,17
WC22,ECU,P-94877,22
WC18,MAR,P-62364,8
WC02,FRA,P-79380,8
WC02,ARG,P-45985,17
WC22,BRA,P-77071,15
WC02,ENG,P-55244,12
WC06,ECU,P-92146,4
WC22,SEN,P-33622,9
WC10,ESP,P-64348,3
WC14,FRA,P-84312,8
WC06,IRN,P-96490,5
WC22,SEN,P-99821,1
WC02,JPN,P-99721,9
WC10,ESP,P-94275,17
WC06,ARG,P-73619,13
WC14,MEX,P-83642,19
WC10,FRA,P-33400,17
WC10,ENG,P-37933,11
WC14,ARG,P-69019,8
WC10,FRA,P-18830,15
WC18,EGY,P-77754,8
WC22,ESP,P-40007,21
WC02,SEN,P-95302,6
WC14,GHA,P-06024,21
WC10,ESP,P-38283,19
WC06,SWE,P-79017,17
WC22,BEL,P-74337,16
WC14,AUS,P-33434,21
WC06,ITA,P-38599,15
WC10,NZL,P-95458,5
WC22,MAR,P-91543,25
WC10,AUS,P-70545,16
WC06,MEX,P-98036,11
WC14,GHA,P-31765,13
WC02,FRA,P-57906,22
WC02,SWE,P-22071,12
WC06,BRA,P-54042,21
WC18,ESP,P-37294,8
WC02,TUR,P-31907,7
WC18,ENG,P-63620,7
WC22,JPN,P-77382,3
WC06,ESP,P-61793,1
WC06,ITA,P-97154,17
WC18,AUS,P-61767,3
